scenario,scenario_label,spoke_id,spoke_name,spoke_type,existing_nbs,collocated_candidate_nbs,matched_facility_id,matched_facility_level,matched_district,point_longitude,point_latitude,hub_id,assigned_hub_name,assigned_hub_level,assigned_hub_ownership,assigned_hub_subregion,longitude,latitude,assigned_distance_km,assigned_distance_band,route_feasibility,route_feasibility_group,route_priority_flag,weak_or_long_route,long_route,very_long_route,cl_binary,hu_binary,nbs_binary,tr_binary,hub_service_score,hub_service_deficit,hub_readiness,assigned_hub_readiness_group,catchment_population,scd_admissions,scd_deaths,hbs_mean,pfpr_mean
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0109,Laguti HC III,existing_nbs,1,0,HF2414,HC III,PADER,32.82044,3.07246,HF2124,Kitgum HOSPITAL,General Hospital,Government,ACHOLI,32.88092,3.29792,25.811,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,150715,629,5,0.080921,0.41065
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0145,Nsinze HC IV,existing_nbs,1,0,HF1583,HC IV,NAMUTUMBA,33.60926,0.81833,HF1166,Iganga HOSPITAL,General Hospital,Government,BUSOGA,33.48449,0.61649,26.277,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,449866,1041,5,0.092036,0.345232
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0033,Adwir HC II,existing_nbs,1,0,HF1875,HC II,ALEBTONG,33.4727,2.29121,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,26.429,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0007,Apala HC III,collocated_candidate_nbs,0,1,HF1872,HC III,ALEBTONG,33.04103,2.40401,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,26.711,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0138,Namutumba HC III,existing_nbs,1,0,HF1578,HC III,NAMUTUMBA,33.68688,0.8387,HF1125,Busolwe HOSPITAL,General Hospital,Government,BUKEDI,33.928311,0.852506,26.908,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,195701,679,11,0.093691,0.219096
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0166,TASO Soroti CLINIC,existing_nbs,1,0,HF1692,Clinic,SOROTI,33.613078,1.716939,HF1643,Serere HC IV,HC IV,Government,TESO,33.45971,1.52179,27.502,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,269660,0,0,0.089136,0.315287
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0156,Soroti REGIONAL REF HOSPITAL,existing_nbs,1,0,HF1698,RR Hospital,SOROTI,33.61395,1.71849,HF1643,Serere HC IV,HC IV,Government,TESO,33.45971,1.52179,27.696,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,269660,0,0,0.089136,0.315287
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0011,Bbaale HC IV,collocated_candidate_nbs,0,1,HF0290,HC IV,KAYUNGA,32.88569,1.1056,HF1147,Kidera HC IV,HC IV,Government,BUSOGA,32.989,1.33687,28.027,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,111894,0,0,0.08849,0.327385
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0038,Amach HC IV,existing_nbs,1,0,HF2211,HC IV,LIRA,33.00555,2.11163,HF2019,Dokolo HC IV,HC IV,Government,LANGO,33.17266,1.919833,28.192,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,153861,0,0,0.083855,0.287299
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0015,Morungatuny HC III,collocated_candidate_nbs,0,1,HF0981,HC III,AMURIA,33.47681,2.17372,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,28.501,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0088,Kassanda HC IV,existing_nbs,1,0,HF0608,HC IV,MUBENDE,31.8214,0.5515,HF0316,Bukomero HC IV,HC IV,Government,NORTH BUGANDA,32.03981,0.6907,28.768,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,86711,0,0,0.068178,0.152059
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0028,Tubur HC III,collocated_candidate_nbs,0,1,HF1702,HC III,SOROTI,33.51942,1.95525,HF1276,Lwala HOSPITAL,General Hospital,Private Not For Profit,TESO,33.27758,1.86232,28.791,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,0,0,1,1,2,0.5,partial_hub_score_2,partial_hub,119681,864,11,0.073597,0.302355
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0021,Olilim HC III,collocated_candidate_nbs,0,1,HF2373,HC III,OTUKE,33.50511,2.4486,HF1769,Abim HOSPITAL,General Hospital,Government,KARAMOJA,33.66236,2.67686,30.696,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,0,0,1,1,2,0.5,partial_hub_score_2,partial_hub,42977,556,5,0.084148,0.472325
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0042,Amuria HC IV,existing_nbs,1,0,HF0966,HC IV,AMURIA,33.64034,2.03481,HF0975,Kapelebyong HC IV,HC IV,Government,TESO,33.77463,2.27848,30.798,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,0,0,1,2,0.5,partial_hub_score_2,partial_hub,62411,192,5,0.06439,0.498163
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0016,Namugongo HC III,collocated_candidate_nbs,0,1,HF1290,HC III,KALIRO,33.48277,0.89568,HF1166,Iganga HOSPITAL,General Hospital,Government,BUSOGA,33.48449,0.61649,30.861,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,449866,1041,5,0.092036,0.345232
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0137,Namugongo HC III,existing_nbs,1,0,HF1290,HC III,KALIRO,33.48277,0.89568,HF1166,Iganga HOSPITAL,General Hospital,Government,BUSOGA,33.48449,0.61649,30.861,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,449866,1041,5,0.092036,0.345232
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0027,Patongo HC III,collocated_candidate_nbs,0,1,HF1856,HC IV,AGAGO,33.303782,2.778143,HF1831,Kalongo Ambrosoli Memorial HOSPITAL,General Hospital,Private Not For Profit,ACHOLI,33.43579,3.02789,31.262,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,33544,1408,17,0.078423,0.440943
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0131,Nabisoigi HC III,existing_nbs,1,0,HF1563,HC III,NAMUTUMBA,33.60543,0.87342,HF1166,Iganga HOSPITAL,General Hospital,Government,BUSOGA,33.48449,0.61649,31.427,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,449866,1041,5,0.092036,0.345232
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0026,Parombo HC III,collocated_candidate_nbs,0,1,HF2344,HC III,NEBBI,31.19591,2.30068,HF2481,Buliisa Hospital,General Hospital,Government,BUNYORO,31.41245,2.11622,31.564,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,120553,206,10,0.080853,0.336616
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0006,Alerek HC III,collocated_candidate_nbs,0,1,HF1773,HC III,ABIM,33.73088,2.95626,HF1769,Abim HOSPITAL,General Hospital,Government,KARAMOJA,33.66236,2.67686,31.81,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,0,0,1,1,2,0.5,partial_hub_score_2,partial_hub,42977,556,5,0.084148,0.472325
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0023,Ongako HC III,collocated_candidate_nbs,0,1,HF2079,HC III,OMORO,32.22965,2.67768,HF2353,Anaka HOSPITAL,General Hospital,Government,ACHOLI,31.94798,2.60271,32.392,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,151427,1041,4,0.088435,0.391597
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0162,St. Matia Mulumba HC III,existing_nbs,1,0,HF0614,HC III,MUBENDE,31.66396,0.457,HF0650,Mubende RR HOSPITAL,RR Hospital,Government,NORTH BUGANDA,31.39248,0.56742,32.591,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,250907,0,0,0.053702,0.191425
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0002,Abedober HC III,collocated_candidate_nbs,0,1,HF1921,HC III,APAC,32.8508,1.94593,HF1882,Amolatar HC IV,HC IV,Government,LANGO,32.842983,1.640539,33.767,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,141470,0,0,0.085375,0.272265
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0045,Anyeke HC IV,existing_nbs,1,0,HF2400,HC IV,OYAM,32.50921,2.39086,HF2376,Aber Ngo HOSPITAL,General Hospital,Private Not For Profit,LANGO,32.34108,2.12815,34.537,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,0,0,1,2,0.5,partial_hub_score_2,partial_hub,128850,724,4,0.097373,0.421997
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0004,Akokoro HC III,collocated_candidate_nbs,0,1,HF1930,HC III,APAC,32.39149,1.69949,HF1934,Apac HOSPITAL,General Hospital,Government,LANGO,32.533801,1.981577,34.968,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,116013,737,12,0.087798,0.430962
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0097,Kiganda HC IV,existing_nbs,1,0,HF0615,HC IV,MUBENDE,31.68427,0.44964,HF0650,Mubende RR HOSPITAL,RR Hospital,Government,NORTH BUGANDA,31.39248,0.56742,34.992,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,250907,0,0,0.053702,0.191425
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0142,Ngetta HC III,existing_nbs,1,0,HF2226,HC III,LIRA,32.92578,2.31442,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,35.011,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0003,Agulurude HC III,collocated_candidate_nbs,0,1,HF2392,HC III,OYAM,32.6103,2.2945,HF2376,Aber Ngo HOSPITAL,General Hospital,Private Not For Profit,LANGO,32.34108,2.12815,35.133,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,0,0,1,2,0.5,partial_hub_score_2,partial_hub,128850,724,4,0.097373,0.421997
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0041,Amuria Abia HC II GOVT,existing_nbs,1,0,HF0978,HC II,AMURIA,33.57547,1.9823,HF1276,Lwala HOSPITAL,General Hospital,Private Not For Profit,TESO,33.27758,1.86232,35.686,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,0,0,1,1,2,0.5,partial_hub_score_2,partial_hub,119681,864,11,0.073597,0.302355
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0150,Pajule HC IV,existing_nbs,1,0,HF2428,HC IV,PADER,32.9339,2.97852,HF2124,Kitgum HOSPITAL,General Hospital,Government,ACHOLI,32.88092,3.29792,35.792,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,150715,629,5,0.080921,0.41065
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0022,Omiya Anyima HC III,collocated_candidate_nbs,0,1,HF2141,HC III,KITGUM,33.20667,3.27004,HF2124,Kitgum HOSPITAL,General Hospital,Government,ACHOLI,32.88092,3.29792,36.32,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,150715,629,5,0.080921,0.41065
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0146,Omiya Anyima HC III,existing_nbs,1,0,HF2141,HC III,KITGUM,33.20667,3.27004,HF2124,Kitgum HOSPITAL,General Hospital,Government,ACHOLI,32.88092,3.29792,36.32,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,150715,629,5,0.080921,0.41065
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0111,Lira REGIONAL REF HOSPITAL,existing_nbs,1,0,HF2206,RR Hospital,LIRA,32.90135,2.25553,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,37.286,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0136,Nakitoma HC III,existing_nbs,1,0,HF0755,HC III,NAKASONGOLA,32.098823,1.509118,HF0720,Ngoma HC IV,HC IV,Government,NORTH BUGANDA,32.1744,1.17613,37.758,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,4217,0,0,0.077733,0.197114
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0149,PAG Mission HC IV,existing_nbs,1,0,HF2222,HC IV,LIRA,32.89773,2.23864,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,37.779,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0112,Lokung HC III,existing_nbs,1,0,HF2184,HC III,LAMWO,32.7073,3.59514,HF2124,Kitgum HOSPITAL,General Hospital,Government,ACHOLI,32.88092,3.29792,38.095,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,150715,629,5,0.080921,0.41065
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0048,Atanga HC III,existing_nbs,1,0,HF2405,HC III,PADER,32.72317,2.99077,HF2124,Kitgum HOSPITAL,General Hospital,Government,ACHOLI,32.88092,3.29792,38.208,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,150715,629,5,0.080921,0.41065
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0161,St. Mary's Hospital Lacor,existing_nbs,1,0,HF2029,General Hospital,GULU,32.25254,2.76599,HF2353,Anaka HOSPITAL,General Hospital,Government,ACHOLI,31.94798,2.60271,38.368,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,151427,1041,4,0.088435,0.391597
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0020,Okwang HC III,collocated_candidate_nbs,0,1,HF2371,HC III,OTUKE,33.14869,2.6032,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,38.783,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0019,Ogur HC IV,collocated_candidate_nbs,0,1,HF2228,HC IV,LIRA,32.93588,2.44195,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,38.81,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0067,Charis HC III,existing_nbs,1,0,HF2231,HC III,LIRA,32.88631,2.2461,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,38.996,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0017,Namwiwa HC III,collocated_candidate_nbs,0,1,HF1291,HC III,KALIRO,33.55064,1.08656,HF1421,Kadami HOSPITAL,General Hospital,Private Not For Profit,TESO,33.80859,1.34172,40.239,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,94576,155,4,0.087782,0.33037
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0018,Ober HC III,collocated_candidate_nbs,0,1,HF2230,HC III,LIRA,32.87364,2.25697,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,40.363,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0153,Rugazi HC IV,existing_nbs,1,0,HF3255,HC IV,RUBIRIZI,30.102629,-0.259324,HF2594,Ibanda HOSPITAL,General Hospital,Private Not For Profit,ANKOLE,30.44786,-0.13048,41.017,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,0,0,1,1,2,0.5,partial_hub_score_2,partial_hub,42035,137,5,0.025748,0.12592
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0058,Bumanya HC IV,existing_nbs,1,0,HF1281,HC IV,KALIRO,33.49555,1.00204,HF1313,Kamuli Mission Hospital,General Hospital,Private Not For Profit,BUSOGA,33.12793,0.93169,41.634,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,160864,190,4,0.097706,0.355988
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0056,Bujubuli HC III,existing_nbs,1,0,HF3051,HC III,KYEGEGWA,31.07983,0.35827,HF0650,Mubende RR HOSPITAL,RR Hospital,Government,NORTH BUGANDA,31.39248,0.56742,41.789,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,250907,0,0,0.053702,0.191425
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0040,Amuca SDA HC III,existing_nbs,1,0,HF2224,HC III,LIRA,32.85441,2.26656,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,42.495,25_to_50_km,moderate_partial,partial_linkage,strengthen_assigned_hub,TRUE,FALSE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0163,TASO Gulu Clinic,existing_nbs,1,0,HF2058,Clinic,GULU,32.29921241,2.776660311,HF2353,Anaka HOSPITAL,General Hospital,Government,ACHOLI,31.94798,2.60271,43.524,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,151427,1041,4,0.088435,0.391597
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0072,Gulu Regional Referal Hospital,existing_nbs,1,0,HF2067,RR Hospital,GULU,32.29853,2.78069,HF2353,Anaka HOSPITAL,General Hospital,Government,ACHOLI,31.94798,2.60271,43.654,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,151427,1041,4,0.088435,0.391597
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0031,Aboke HC IV,existing_nbs,1,0,HF2152,HC IV,KOLE,32.6813,2.3513,HF1934,Apac HOSPITAL,General Hospital,Government,LANGO,32.533801,1.981577,44.036,25_to_50_km,moderate_functional,stronger_linkage,standard_linkage,FALSE,FALSE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,116013,737,12,0.087798,0.430962
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0014,Lokitelaebu HC III,collocated_candidate_nbs,0,1,HF2165,HC III,KOTIDO,34.00117,2.98911,HF1769,Abim HOSPITAL,General Hospital,Government,KARAMOJA,33.66236,2.67686,51.085,50_to_100_km,long,distance_constrained_linkage,review_distance_and_hub_options,TRUE,TRUE,FALSE,0,0,1,1,2,0.5,partial_hub_score_2,partial_hub,42977,556,5,0.084148,0.472325
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0101,Kisiita HC III,existing_nbs,1,0,HF2942,HC III,KAKUMIRO,31.27405,1.03198,HF2927,Kagadi HOSPITAL,General Hospital,Government,BUNYORO,30.808823,0.94473,52.682,50_to_100_km,long,distance_constrained_linkage,review_distance_and_hub_options,TRUE,TRUE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,518195,387,25,0.051055,0.221553
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0024,Opit HC III,collocated_candidate_nbs,0,1,HF2054,HC III,OMORO,32.47537,2.61763,HF2376,Aber Ngo HOSPITAL,General Hospital,Private Not For Profit,LANGO,32.34108,2.12815,56.129,50_to_100_km,long,distance_constrained_linkage,review_distance_and_hub_options,TRUE,TRUE,FALSE,1,0,0,1,2,0.5,partial_hub_score_2,partial_hub,128850,724,4,0.097373,0.421997
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0110,Lalogi HC IV,existing_nbs,1,0,HF2057,HC IV,OMORO,32.56665,2.63611,HF2376,Aber Ngo HOSPITAL,General Hospital,Private Not For Profit,LANGO,32.34108,2.12815,61.495,50_to_100_km,long,distance_constrained_linkage,review_distance_and_hub_options,TRUE,TRUE,FALSE,1,0,0,1,2,0.5,partial_hub_score_2,partial_hub,128850,724,4,0.097373,0.421997
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0009,Awach HC IV,collocated_candidate_nbs,0,1,HF2027,HC IV,GULU,32.40077,2.97058,HF2124,Kitgum HOSPITAL,General Hospital,Government,ACHOLI,32.88092,3.29792,64.463,50_to_100_km,long,distance_constrained_linkage,review_distance_and_hub_options,TRUE,TRUE,FALSE,1,1,1,1,4,0,full_hub_score_4,full_hub,150715,629,5,0.080921,0.41065
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0010,Awere HC III,collocated_candidate_nbs,0,1,HF2408,HC III,PADER,32.79421,2.68842,HF1868,Alebtong HC IV,HC IV,Government,LANGO,33.23659,2.26365,67.993,50_to_100_km,long,distance_constrained_linkage,review_distance_and_hub_options,TRUE,TRUE,FALSE,1,1,0,0,2,0.5,partial_hub_score_2,partial_hub,124673,0,0,0.09574,0.364924
primary_score_ge_2,"Primary hubs, service score >=2",SPOKE_0073,Hoima REGIONAL REF HOSPITAL,existing_nbs,1,0,HF2566,RR Hospital,HOIMA,31.354685,1.430788,HF0327,Kiboga HOSPITAL,General Hospital,Government,NORTH BUGANDA,31.776151,0.913794,73.942,50_to_100_km,long,distance_constrained_linkage,review_distance_and_hub_options,TRUE,TRUE,FALSE,1,0,1,1,3,0.25,strong_hub_score_3,strong_hub,123578,65,4,0.065516,0.16593
